NCTId,BriefTitle,OverallStatus,Phase,Conditions,Interventions,StartDate,LastUpdatePostDate,EnrollmentCount,Countries,BriefSummary,LeadSponsor,LeadSponsorClass,MinAge,MaxAge,StdAges,PrimaryEndpoints,DiseaseEntities,TrialDesign,DiseaseEntity,LLMOverride,TargetCategory,TargetSource,ProductType,ProductTypeSource,ClassificationConfidence,SponsorType,AgeGroup,ProductName,StartYear,SnapshotDate
NCT06588491,"KYSA-8: A Study of Anti-CD19 Chimeric Antigen Receptor T-Cell (CD19 CAR T) Therapy, in Subjects With Treatment Refractory Stiff Person Syndrome",ACTIVE_NOT_RECRUITING,PHASE2,Stiff-Person Syndrome|SPS,Standard lymphodepletion regimen,2024-09-25,2025-12-22,25,United States,A Study of Anti-CD19 Chimeric Antigen Receptor T-Cell Therapy for Subjects with Treatment Refractory Stiff Person Syndrome,Kyverna Therapeutics,INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,To evaluate efficacy of KYV-101|To evaluate the safety of KYV-101,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2024.0,2026-04-25
NCT05859997,Universal CAR-T Cells (BRL-301) in Relapse or Refractory Autoimmune Diseases,ENROLLING_BY_INVITATION,NA,Systemic Lupus Erythematosus (SLE)|Sjogren's Syndrome|Systemic Sclerosis|Inflammatory Myopathy|ANCA Associated Systemic Vasculitis|Antiphospholipid Syndrome,BRL-301,2023-05-17,2024-11-20,15,China,This is an investigator initiated trial to assess the efficacy and safety of BRL-301 in the relapse or refractory autoimmune diseases of China.,Bioray Laboratories,INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,Safety and efficacy outcomes,SLE|SSc|Sjogren,Basket/Multidisease,Basket/Multidisease,False,CD19,named_product,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Industry,Adult,brl-301,2023.0,2026-04-25
NCT06435897,Autoimmune Disease Treatment With Mesenchymal Stem Cells (MSCs) and CAR-T Cells,RECRUITING,PHASE1|PHASE2,Autoimmune Diseases,fetal MSCs combined with 4SCAR T cells,2024-05-15,2026-04-24,30,China,"The purpose of this study is to assess the feasibility, safety and efficacy of mesenchymal stem cells (MSCs) in combination with CAR-T cells in treating autoimmune disease. Another goal of the study is to learn more about the safety and function of the MSCs combined with CAR-T cells and their long term effects in autoimmune disease patients.",Shenzhen Geno-Immune Medical Institute,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Number of participants with treatment-related adverse events as assessed by CTCAE v4.0.|Safety of 4SCAR T cells in patients with autoimmune diseases using CTCAE 5 standard to evaluate the level of adverse events,Basket/Multidisease,Basket/Multidisease,Basket/Multidisease,False,CAR-T_unspecified,car_core_fallback,Autologous,default_autologous_no_allo_markers,low,Academic,Adult,,2024.0,2026-04-25
NCT05263817,"A Clinical Study of CD19/BCMA CAR-T Cells in the Treatment of Refractory POEMS Syndrome, Amyloidosis, Autoimmune Hemolytic Anemia, and Vasculitis",UNKNOWN,EARLY_PHASE1,POEMS Syndrome|Amyloidosis|Autoimmune Hemolytic Anemia|Vasculitis,CD19/BCMA CAR T-cells,2021-10-08,2022-03-03,75,China,"A Clinical Study on the Safety and Effectiveness of CD19/BCMA Chimeric Antigen Receptor T Cells in the Treatment of Refractory POEMS Syndrome, Amyloidosis, Autoimmune Hemolytic Anemia, and Vasculitis",Zhejiang University,OTHER,,,CHILD|ADULT|OLDER_ADULT,Dose-limiting toxicity (DLT)|Incidence of treatment-emergent adverse events (TEAEs),Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2021.0,2026-04-25
NCT06121297,RESET-SLE: A Phase 1/2 Open-Label Study to Evaluate the Safety and Efficacy of CABA-201 in Subjects With Active Systemic Lupus Erythematosus,RECRUITING,PHASE1|PHASE2,Systemic Lupus Erythematosus|Lupus Nephritis,CABA-201,2024-02-16,2026-04-09,28,Canada|Spain|United States,RESET-SLE: A Phase 1/2 Open-Label Study to Evaluate the Safety and Efficacy of CABA-201 in Subjects With Active Systemic Lupus Erythematosus,Cabaletta Bio,INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,To evaluate incidence of adverse events,SLE,Single disease,SLE,False,CD19,named_product,Autologous,named_product,high,Industry,Adult,caba-201,2024.0,2026-04-25
NCT07072884,GC012F in Patients With Autoimmune Diseases,NOT_YET_RECRUITING,EARLY_PHASE1,Systemic Sclerosis (SSc)|Idiopathic Inflammatory Myopathy (IIM),GC012F injection,2025-08-18,2025-07-18,15,,"This is an open-label, early exploratory main clinical study to evaluate the safety and efficacy of GC012F Injection in subjects with autoimmune diseases (AID), as well as to assess its pharmacokinetic (PK) and pharmacodynamic (PD) profiles.",Qiong Fu,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Proportion of subjects with dose-limiting toxicity (DLT) within 28 days after infusion.|Post-infusion adverse events and their proportion.,IIM|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,named_product,Autologous,named_product,high,Academic,Adult,gc012f,2025.0,2026-04-25
NCT05938725,"KYSA-1: A Study of Anti-CD19 Chimeric Antigen Receptor T-Cell (CD19 CAR T) Therapy, in Subjects With Refractory Lupus Nephritis",ACTIVE_NOT_RECRUITING,PHASE1|PHASE2,Lupus Nephritis|Lupus Nephritis - World Health Organization (WHO) Class III|Lupus Nephritis - WHO Class IV,KYV-101 anti-CD19 CAR-T cell therapy|Standard lymphodepletion regimen,2023-04-28,2025-10-29,6,United States,A Study of Anti-CD19 Chimeric Antigen Receptor T Cell Therapy for Subjects With Refractory Lupus Nephritis,Kyverna Therapeutics,INDUSTRY,18 Years,,ADULT|OLDER_ADULT,Incidence adverse events (AEs) and laboratory abnormalities (Phase 1 and Phase 2)|Frequency of dose limiting toxicities at each dose level (Phase 1)|To Evaluate efficacy (Phase 2),SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,named_product,high,Industry,Adult,kyv-101,2023.0,2026-04-25
NCT05085418,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Immune Nephritis,UNKNOWN,EARLY_PHASE1,Immune Nephritis|Autoimmune Diseases|Lupus Nephritis,Assigned Interventions CD19/BCMA CAR T-cells,2021-11-05,2021-10-20,9,China,A Study of CD19/BCMA Chimeric Antigen Receptor T Cells Therapy for Patients With Refractory Immune Nephritis,Zhejiang University,OTHER,,,CHILD|ADULT|OLDER_ADULT,Dose-limiting toxicity (DLT)|Incidence of treatment-emergent adverse events (TEAEs),SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2021.0,2026-04-25
NCT06852573,Clinical Study of ZM001 Injection in the Treatment of Refractory Systemic Lupus Erythematosus,NOT_YET_RECRUITING,PHASE1,Systemic Lupus Erythematosus,ZM001 Injection,2025-02-20,2025-02-28,18,,"This is an open, single-arm, phase I clinical study of ZM001 in patients with refractory systemic lupus erythematosus","Beijing Immunochina Medical Science & Technology Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Incidence of Treatment Related adverse events (AEs),SLE,Single disease,SLE,False,Other_or_unknown,unknown,Unclear,no_signal,medium,Industry,Adult,,2025.0,2026-04-25
NCT07022197,Safety and Efficacy of BAFF-R CART for Refractory Neuroimmune Diseases,RECRUITING,PHASE1|PHASE2,Chronic Inflammatory Demyelinating Polyradiculoneuropathy|NMO Spectrum Disorder|Myasthenia Gravis|Idiopathic Inflammatory Myopathies,BAFF-R CART,2025-04-10,2025-06-15,27,China,"This study is a phase Ib/IIa dose-escalation study designed to evaluate the safety, tolerability, and preliminary efficacy of autologous T cells expressing chimeric antigen receptor (CAR)-targeted B-cell activating factor receptor (BAFFR) in refractory neuroimmune diseases. The study design is divided into two parts, the first of which will be given to each patient at 3 incremental dose levels to establish the maximum tolerated dose (MTD). Each disease is expected to enroll 12 patients who meet the inclusion criteria. In the second part, 15 patients per disease will be recruited to further characterize the efficacy of the MTD.",Tianjin Medical University General Hospital,OTHER,18 Years,60 Years,ADULT,"Types and incidence of dose-limiting toxicity (DLT) after BAFF-R CART cells infusion|Incidence and severity of AEs, including changes in vital signs, physical examination, laboratory parameters, Electrocardiograms and Echocardiograms.",IIM,Single disease,IIM,False,BAFF,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,,2025.0,2026-04-25
NCT06513429,IM19 CAR-T Cell Therapy in Refractory Systemic Lupus Erythematosus (SLE),RECRUITING,NA,Refractory Systemic Lupus Erythematosus,IM19 CAR-T cells,2024-07-30,2025-08-17,6,China,"The study is a single-arm, open-label clinical trial intended to recruit 6 refractory SLE subjects who meet the inclusion and exclusion criteria. The subjects will receive IM19 CAR-T cell infusion therapy at a dose of 1×10\^6/kg or 1×10\^8 CAR-T cells . The primary endpoint is to evaluate the improvement in SLE disease activity (SLEDAI-2K) at 90 days and the occurrence of adverse events related to IM19 CAR-T cell infusion within 28 days post-infusion. Additionally, the long-term efficacy was evaluated, including the improvement of SLEDAI-2K score and achieving lupus low disease activity (LLDAS) at day 180 and day 360, and renal response at day 180 and day 360. The persistence and duration of IM19 CAR-T cells in the peripheral blood of subjects will also be evaluated. The study plan includes five phases: screening phase, cell collection phase, lymphodepletion pretreatment phase, cell infusion phase, and follow-up phase.",Peking University Third Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,Change from baseline of SLEDAI-2K score at 90 days after IM19 CAR T cell transfusion.|Adverse events related to IM19 CAR-T cell therapy within 28 post-infusion.,SLE,Single disease,SLE,False,CD19,named_product,Autologous,named_product,high,Academic,Adult,im19,2024.0,2026-04-25
NCT06530849,A Study of GC012F Injection in Subjects With Refractory Systemic Lupus Erythematosus,RECRUITING,PHASE1|PHASE2,Refractory Systemic Lupus Erythematosus,GC012F Injection,2024-08-22,2026-04-08,118,China,"This is a single-arm, open-label, multicenter, phase 1/2 clinical study to assess the safety and efficacy of GC012F Injection in subjects with refractory Systemic Lupus Erythematosus (SLE).","Gracell Biotechnologies (Shanghai) Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Dose-Limiting Toxicity (DLT) rate|SLE Responder Index (SRI)-4 response rate,SLE,Single disease,SLE,False,CD19/BCMA dual,named_product,Autologous,named_product,high,Industry,Adult,gc012f,2024.0,2026-04-25
NCT06691152,Efficacy and Safety of CD19 UCAR T Cells in Refractory Systemic Lupus Erythematosus,RECRUITING,PHASE1,Systemic Lupus Erythematosus,CD19 Universal CAR-T cells,2024-10-30,2024-11-15,18,China,This is an investigator-initiated trial to evaluate the safety and efficacy of CD19 Universal CAR-T cells in the treatment of refractory systemic lupus erythematosus.,The Children's Hospital of Zhejiang University School of Medicine,OTHER,5 Years,,CHILD|ADULT|OLDER_ADULT,Adverse events related to CD19 universal CAR-T cells,SLE,Single disease,SLE,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Both,,2024.0,2026-04-25
NCT05858684,Dual Target CAR-T Cell Treatment for Refractory Systemic Lupus Erythematosus (SLE) Patients,UNKNOWN,EARLY_PHASE1,CAR-T Cell Therapy,GC012F injection,2023-05-11,2023-05-15,18,China,"This is an early exploratory phase, single arm, non-randomized, open label, treatment study trial to determine the maximum tolerated dose of GC012F injection (CD19-BCMA CAR-T cells) in patients with refractory systemic lupus erythematosus.",RenJi Hospital,OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,The proportion of subjects with DLT|The proportion of subjects with adverse events,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,named_product,high,Academic,Adult,gc012f,2023.0,2026-04-25
NCT06298019,Study of KYV-101 Anti-CD19 CAR T Therapy in Adult Dermatomyositis,RECRUITING,PHASE1,Dermatomyositis,KYV-101,2024-08-02,2025-05-21,21,United States,"The goal of this clinical trial is to characterize to understand the effects of a type of cell therapy called Chimeric Antigen Receptor T lymphocyte (CAR T) therapy in adult patients with the autoimmune disease dermatomyositis. This study will utilize a technology that modifies a type of white blood cell called the cytotoxic T lymphocyte-this T cell normally functions in the immune system to kill infected or potentially harmful cells in the body. In CAR T therapy, the patients' white blood cells are harvested and the cytotoxic T cells are isolated and modified such that they are programmed to kill any cell that has a protein structure called ""CD19"" on its outer surface (membrane). Since the CD19 protein is only present on a type of white blood cell called the B lymphocyte, when these ""re-engineered"" cytotoxic T lymphocytes are then given back to the patient (by an infusion), these cells will seek out and kill essentially all of the patient's B cells. B cells are an important part of a person's immune system and have many functions, including the production of antibodies. It is thought that, in dermatomyositis and other autoimmune diseases, a tiny subset of these B cells plays a large role in making autoantibodies (antibodies directed against the patient's own tissues) and causing disease. The idea is that the therapy will ""wipe out"" all/most of the B cells in the patient so that they can make an entirely new set of B cells to recreate a functional immune system without the autoimmune disease.

The main questions the study intends to answer are:

* Understanding how well patients tolerate undergoing this therapy in terms of side effects;
* Getting an early idea if this therapy can help certain aspects of the autoimmune disease, including inflammation in the skin, muscles, and lungs;",Stanford University,OTHER,25 Years,72 Years,ADULT|OLDER_ADULT,Number of participants experiencing adverse events,IIM,Single disease,IIM,False,CD19,explicit_marker,Autologous,named_product,high,Academic,Adult,kyv-101,2024.0,2026-04-25
NCT06665256,Phase 2 Study of Rapcabtagene Autoleucel in Myositis,RECRUITING,PHASE2,Idiopathic Inflammatory Myopathies,Active Comparator Option|Rapcabtagene autoleucel,2024-12-17,2026-02-05,123,France|Germany|Israel|Italy|Japan|Netherlands|Saudi Arabia|Singapore|Spain|Switzerland|Taiwan|United Kingdom|United States,"A Phase 2, randomized, open-label, controlled study to evaluate the efficacy and safety of rapcabtagene autoleucel versus comparator in participants with severe refractory idiopathic inflammatory myopathies (IIM)",Novartis Pharmaceuticals,INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,Proportion of participants achieving moderate- to-major improvement in Total Improvement Score (TIS) at Week 52,IIM,Single disease,IIM,False,CD19,named_product,Autologous,explicit_autologous,high,Industry,Adult,ytb323,2024.0,2026-04-25
NCT06711146,Safety and Efficacy of Metabolically Armed CD19 CAR-T Cells (Meta10-19) in the Treatment of Moderate to Severe Active SLE Clinical Research,RECRUITING,EARLY_PHASE1,Systemic Lupus Erythematosus,Metabolically Armed CD19 CAR-T cells,2024-12-24,2026-03-13,36,China,A Study of Metabolically Armed CD19 CAR-T Cells Therapy for Patients With Moderate to Severe Active Systemic Lupus Erythematosus,Zhejiang University,OTHER,18 Years,,ADULT|OLDER_ADULT,MTD|DCR,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,named_product,high,Academic,Adult,meta10-19,2024.0,2026-04-25
